,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
498,Jose Tejas,647 US Highway 46,"Fairfield, NJ 07004-1556","$$ - $$$, Mexican, Southwestern, Vegetarian Friendly",4 of 5 bubbles,405 reviews,"Jose Tejas is a great place to go to for lunch or dinner. It's very casual. You could go there on a date, or with family and friends. The menu is very reasonably priced and the portions are large. Unlimited chips and salsa. Ask for...More",+1 973-808-8201,https://www.tripadvisor.com//Restaurant_Review-g46431-d459300-Reviews-Jose_Tejas-Fairfield_New_Jersey.html,Check The Website for a Menu
499,Nicola's Ristorante,650 Union Blvd,"Totowa, NJ 07512-2422","$$ - $$$, Italian, Vegetarian Friendly, Gluten Free Options",4 of 5 bubbles,74 reviews,"Had Sunday dinner there. Menu is fairly extensive and service was prompt and cordial.
Two of us had veal dishes that were so tender you could cut it with your fork. Calamari appetizer was excellent and pistacchio crusted salamon also outstanding. Caesar saald was large...More",+1 973-653-3636,https://www.tripadvisor.com//Restaurant_Review-g46871-d2405571-Reviews-Nicola_s_Ristorante-Totowa_New_Jersey.html,Check The Website for a Menu
500,Gyro Grill,783 Hamburg Turnpike,"Wayne, NJ 07470-8416","$, Mediterranean, Middle Eastern, Vegetarian Friendly",5 of 5 bubbles,25 reviews,"Shlomo is the nicest Man!!!  He is the owner and he always personally greets me and knows my order, Chicken kebab with spicy rise no salad.  I just tried the hummus this past week, it is much better than the store bought stuff.  The portions...More",+1 862-221-9242,https://www.tripadvisor.com//Restaurant_Review-g46905-d12613676-Reviews-Gyro_Grill-Wayne_New_Jersey.html,Check The Website for a Menu
501,Chengdu 23,6 Willowbrook Blvd,"Wayne, NJ 07470","$$ - $$$, Chinese, Asian, Vegetarian Friendly",4 of 5 bubbles,113 reviews,"I think it’s worse service what I saw ! Food isn’t good ! We order Peking Duck one of the most expensive dishes in this place ! 
It was worse one from all 10 what I tried in my life ! I would say Peking...More",+1 973-812-2800,https://www.tripadvisor.com//Restaurant_Review-g46905-d2590478-Reviews-Chengdu_23-Wayne_New_Jersey.html,Check The Website for a Menu
502,Pizza One,1483 State Route 23,"Wayne, NJ 07470-7502","$, Pizza, Italian, Vegetarian Friendly",4.5 of 5 bubbles,49 reviews,We loved Pizza One. Recently some of our favorites were removed from the menu and the shrimp have shrunk. Thinking of finding another place.,+1 973-832-4888,https://www.tripadvisor.com//Restaurant_Review-g46905-d6954220-Reviews-Pizza_One-Wayne_New_Jersey.html,Check The Website for a Menu
503,Blossom Asian Bistro,1490 State Route 23,"Wayne, NJ 07470-7503","$$ - $$$, Sushi, Asian, Chinese",4 of 5 bubbles,64 reviews,"The menu has a variety of food.  We had the rolls and some meals like the sesame chicken.  The food is good, not great, but it’s a nice change.",+1 973-628-9020,https://www.tripadvisor.com//Restaurant_Review-g46905-d3655501-Reviews-Blossom_Asian_Bistro-Wayne_New_Jersey.html,Check The Website for a Menu
504,Roberts Scratch Kitchen,400 Minnisink Rd,"Totowa, NJ 07512-1845","$$ - $$$, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,30 reviews,"Saturday night. You expect a crowd, but the noise level is excruciating! Never again. Decor is very upscale. Service and attention very good by waitstaff. The use of an iPad to show dishes is a novel idea. Well set table. Food: maybe you can not...More",+1 973-638-1405,https://www.tripadvisor.com//Restaurant_Review-g46871-d10434978-Reviews-Roberts_Scratch_Kitchen-Totowa_New_Jersey.html,http://www.robertsscratchkitchen.com/lunch-menu.html
505,Pompton Queen Diner,710 State Rt 23,"Pompton Plains, NJ 07444-1422","$$ - $$$, American, Diner, Vegetarian Friendly",4.5 of 5 bubbles,234 reviews,This place is almost always busy & a favorite of many locals & others. (Be prepared to wait a while if you go do when it's busy!) Everything that we & our friends have had there has been good. Nice service. Decent prices. Good variety.,+1 973-835-2086,https://www.tripadvisor.com//Restaurant_Review-g46748-d1161741-Reviews-Pompton_Queen_Diner-Pompton_Plains_Morris_County_New_Jersey.html,Check The Website for a Menu
506,Aldo's Cucina,761 Hamburg Tpke,"Wayne, NJ 07470-2017","$$ - $$$, Italian",4 of 5 bubbles,111 reviews,"Although the restaurant was not busy the service was spotty and non attentive.  Had to ask for everything- grated parmesan,  pepper, water, new silverware.  Not the dining experience I was looking for.

Food was very good but ""specials"" are pricey. Menu prices reasonable.",+1 973-872-1842,https://www.tripadvisor.com//Restaurant_Review-g46905-d2413655-Reviews-Aldo_s_Cucina-Wayne_New_Jersey.html,Check The Website for a Menu
507,Kenko Sushi,200 Main St,"Lincoln Park, NJ 07035-3701","$$ - $$$, Japanese, Sushi, Asian",5 of 5 bubbles,55 reviews,This is the absolute best place for sushi. You won't be sorry. Everything is delicious and they give you free dessert. It is amazing!,+1 973-633-5498,https://www.tripadvisor.com//Restaurant_Review-g46569-d7376541-Reviews-Kenko_Sushi-Lincoln_Park_Morris_County_New_Jersey.html,Check The Website for a Menu
508,Positano,245 Berdan Ave,"Wayne, NJ 07470-3236","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4 of 5 bubbles,93 reviews,"Our friends recommended Positano's for after a concert.  Because the concert ran late, we arrived almost 15 minutes late, and they honored the reservation.  In this BYOB restaurant, the food was traditional Italian, well prepared,  and served by a hard working, friendly, good-humored waiter.  While...More",+1 973-628-6863,https://www.tripadvisor.com//Restaurant_Review-g46905-d2193835-Reviews-Positano-Wayne_New_Jersey.html,http://www.positanorestaurant.com/menu.php
509,Justin's Ristorante,234 Lafayette Ave,"Hawthorne, NJ 07506-1940","$$ - $$$, Italian, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,128 reviews,"Great place to celebrate an occasion or just to go to dinner with your significant other. 
The food is cooked fresh and comes out steaming hot.",+1 973-423-4345,https://www.tripadvisor.com//Restaurant_Review-g46500-d2647887-Reviews-Justin_s_Ristorante-Hawthorne_New_Jersey.html,Check The Website for a Menu
510,Park Wayne Diner,721 Hamburg Tpke,"Wayne, NJ 07470-2016","$$ - $$$, American, Diner, Vegetarian Friendly",4 of 5 bubbles,91 reviews,"Used to be good, but has gone waaaay downhill. They lost their liquor license... but it still says “bar” on the sign and the menu lists “spiked shakes.”
At dinner tonight:
Avocados in my salad were hard and completely unripe. 
Rolls seemed “day old” at...More",+1 973-595-7600,https://www.tripadvisor.com//Restaurant_Review-g46905-d3666604-Reviews-Park_Wayne_Diner-Wayne_New_Jersey.html,http://parkwayne.com/#affero-menu
511,Taphouse Grille,344 French Hill Rd,"Wayne, NJ 07470-3936","$$ - $$$, American, Bar",4 of 5 bubbles,108 reviews,This is a bit above your typical bar fare. The burgers are really good and the meatloaf was excellent. I have been here multiple times for business lunches and haven't yet been disappointed. The pricing is a little high for burgers and such.,+1 973-832-4141,https://www.tripadvisor.com//Restaurant_Review-g46905-d2058638-Reviews-Taphouse_Grille-Wayne_New_Jersey.html,http://www.taphousenj.com/menu
512,Vinni's Pizzarama,1025 Hamburg Tpke,"Wayne, NJ 07470-3224","$, Italian, Pizza",4.5 of 5 bubbles,45 reviews,"great flavor, great sauce, consistent quality and fast service if either for take out or to stay with the locals and eat there.",+1 973-628-1510,https://www.tripadvisor.com//Restaurant_Review-g46905-d3621720-Reviews-Vinni_s_Pizzarama-Wayne_New_Jersey.html,Check The Website for a Menu
513,Double Ai,107 Terhune Dr,"Wayne, NJ 07470-7103","$$ - $$$, Sushi, Asian, Chinese",4 of 5 bubbles,88 reviews,"Nice setting along the riverside. Have always enjoyed any of the sushi dishes I've had here. Food is always fresh and tasty. I like that there are a lot of other non-sushi items on the menu, so if you take someone not into sushi they...More",+1 973-616-5757,https://www.tripadvisor.com//Restaurant_Review-g46905-d3528734-Reviews-Double_Ai-Wayne_New_Jersey.html,http://www.double-ai.com/menu/
514,The Brownstone,351 W Broadway,"Paterson, NJ 07522-1978","$$ - $$$, Italian, American, Gluten Free Options",4 of 5 bubbles,89 reviews,"I attended a New Year 2020 celebration at the Brownstone, in Paterson, NJ.  This place is absolutely phenomenal, the pinnacle of elegance and sophistication.  What a beautiful place.  Myself and several friends were there this past December 31, 2019 for a wonderful dinner and dancing....More",+1 973-595-8582,https://www.tripadvisor.com//Restaurant_Review-g46718-d4435787-Reviews-The_Brownstone-Paterson_New_Jersey.html,Check The Website for a Menu
515,E&V Restaurant,320 Chamberlain Ave,"Paterson, NJ 07502-1723","$$ - $$$, Italian, Vegetarian Friendly",4 of 5 bubbles,86 reviews,"We made a Saturday night reservation for this popular, family-owned restaurant that has been around for more than half a century, and strongly recommend doing that to avoid waiting. The wine list was decently varied with helpful hints of which wine went with which foods....More",+1 973-942-4664,https://www.tripadvisor.com//Restaurant_Review-g46718-d1134224-Reviews-E_V_Restaurant-Paterson_New_Jersey.html,Check The Website for a Menu
516,Maggies Town Tavern,1082 Hamburg Turnpike,"Wayne, NJ 07470-3268","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,34 reviews,"We were taken there by friends that had made reservations,On our arrival we were welcomed by a staff member and escorted to our table.were we had the waitress serving us not only with her service, but accompanied with a smile every time she came to...More",+1 973-256-7702,https://www.tripadvisor.com//Restaurant_Review-g46905-d13820466-Reviews-Maggies_Town_Tavern-Wayne_New_Jersey.html,http://www.maggiestowntavern.com/menu/private-parties/
517,High Societea House,20 Old Newark Pompton Turnpike,"Wayne, NJ 07470-6648","$$ - $$$, British, Soups",4.5 of 5 bubbles,24 reviews,"My wife & I recently held a baby shower for our daughter at High Society in Wayne, NJ.  What a wonderful experience!  Upon our arrival, the room was set exactly the way we requested.  All we had to do was arrange the place cards and...More",+1 973-696-8327,https://www.tripadvisor.com//Restaurant_Review-g46905-d3650197-Reviews-High_Societea_House-Wayne_New_Jersey.html,http://www.highsocieteanj.com/tools/lp/tea/highsocietea/5/Menus-High-SocieTea-House
518,Zorba's,223 Berdan Ave,"Wayne, NJ 07470-3236","$$ - $$$, Mediterranean, Greek, Vegetarian Friendly",4.5 of 5 bubbles,40 reviews,"The food was great! The service was very good ... all we order was delicious ..  if you go for dinner BYO, the price not bad at all.",+1 973-628-7777,https://www.tripadvisor.com//Restaurant_Review-g46905-d1893630-Reviews-Zorba_s-Wayne_New_Jersey.html,http://www.zorbagreekeatery.com/zorba-menu.html
519,618,618 Park Ave,"Freehold, NJ 07728-2352","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,395 reviews,"What a great place!  The decor was classy and comfortable, and the vibe was intimate. Our waiter, Rick, was extremely friendly and knowledgeable about the menu and made excellent suggestions.  He also paced the meal well and was attentive without being intrusive at all.  And...More",+1 732-577-0001,https://www.tripadvisor.com//Restaurant_Review-g46453-d11802438-Reviews-618-Freehold_New_Jersey.html,http://618nj.com/menus/
520,618,618 Park Ave,"Freehold, NJ 07728-2352","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,395 reviews,"What a great place!  The decor was classy and comfortable, and the vibe was intimate. Our waiter, Rick, was extremely friendly and knowledgeable about the menu and made excellent suggestions.  He also paced the meal well and was attentive without being intrusive at all.  And...More",+1 732-577-0001,https://www.tripadvisor.com//Restaurant_Review-g46453-d11802438-Reviews-618-Freehold_New_Jersey.html,http://618nj.com/menus/
521,Lemon Mediterranean Restaurant,3475 US Highway 9,"Freehold, NJ 07728-3209","$$ - $$$, Italian, French, Mediterranean",4.5 of 5 bubbles,488 reviews,Lemon was surprisingly busy on a recent Friday at lunch. My friends and I wanted to try the buffet . We were not disappointed. The food was excellent. There were several items to chose from and each was tasty. When seated we were told that...More,+1 732-761-0900,https://www.tripadvisor.com//Restaurant_Review-g46453-d2314690-Reviews-Lemon_Mediterranean_Restaurant-Freehold_New_Jersey.html,Check The Website for a Menu
522,Sweet Lew's Cafe,6 E Main St,"Freehold, NJ 07728-2202","$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,128 reviews,a great place for a quick and tasty breakfast.  service is friendly.  the menu has great options. always feel welcome here. good view from the front window.,+1 732-308-1887,https://www.tripadvisor.com//Restaurant_Review-g46453-d4213234-Reviews-Sweet_Lew_s_Cafe-Freehold_New_Jersey.html,http://www.sweetlewsnj.com/menu-breakfast.html
523,Federici's Pizzeria,14 E Main St,"Freehold, NJ 07728-2202","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4 of 5 bubbles,372 reviews,Great pizza. friendly staff. great service. recommend this place for a great and enjoyable meal. A +++++,+1 732-462-1312,https://www.tripadvisor.com//Restaurant_Review-g46453-d794399-Reviews-Federici_s_Pizzeria-Freehold_New_Jersey.html,Check The Website for a Menu
524,Aarzu Modern Indian Bistro,30 E Main St,"Freehold, NJ 07728-2202","$$ - $$$, Indian, Vegetarian Friendly, Vegan Options",5 of 5 bubbles,76 reviews,Visited this restaurant for my wife’s birthday dinner.  The food was delicious and the service was exceptional.  Great BYOB.  We shared everything we ordered.  Some of the best Indian cuisine in NJ.,+1 732-333-0933,https://www.tripadvisor.com//Restaurant_Review-g46453-d10671580-Reviews-Aarzu_Modern_Indian_Bistro-Freehold_New_Jersey.html,Check The Website for a Menu
525,El Meson,40 Main St,"Freehold, NJ 07728","$$ - $$$, Mexican, Latin, Vegetarian Friendly",4 of 5 bubbles,241 reviews,"We love this place! We go often. I might look at the specials, but don't need a menu. I get the same thing every time. My son and I both love the steak chimichanga. He likes the El Meson sauce but I love their salsa...More",+1 732-308-9494,https://www.tripadvisor.com//Restaurant_Review-g46453-d511592-Reviews-El_Meson-Freehold_New_Jersey.html,Check The Website for a Menu
526,La Cipollina,16 A West Main Street,"Freehold, NJ 07728","$$$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,170 reviews,"this is fine Italian food where you can order ala cart  or 3,4 and 5 course prix fix dinners.  Kinda pricey but great food and it is BYOB.",+1 732-308-3830,https://www.tripadvisor.com//Restaurant_Review-g46453-d2184395-Reviews-La_Cipollina-Freehold_New_Jersey.html,Check The Website for a Menu
527,A Little Bit of Cuba,2 E Main St,"Freehold, NJ 07728-2285","$$ - $$$, Caribbean, Latin, Spanish",4 of 5 bubbles,214 reviews,"No one was in the restaurant !!!  Probably the time of year —-but that made me nervous —-anyway, the food was good.",+1 732-577-8506,https://www.tripadvisor.com//Restaurant_Review-g46453-d1549356-Reviews-A_Little_Bit_of_Cuba-Freehold_New_Jersey.html,Check The Website for a Menu
