,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
570,Outback Steakhouse,22606 Bothell Everett Hwy,"Bothell, WA 98021-8456","$$ - $$$, American, Steakhouse",3.5 of 5 bubbles,119 reviews,"After reading the post from Outback on Facebook stating that on Australia Day, January 26th, 100% of the proceeds would be donated to the relief efforts in Australia, I decided to give this restaurant another chance. My past experiences have been largely  uneven (I was...More",+1 425-486-7340,https://www.tripadvisor.com//Restaurant_Review-g58362-d521177-Reviews-Outback_Steakhouse-Bothell_Washington.html,Check The Website for a Menu
571,McMenamins Mill Creek,13300 Bothell Everett Hwy,"Bothell, WA 98012-5312","$$ - $$$, American, Bar, Pub",3.5 of 5 bubbles,73 reviews,"Next to that great hamburger, Reubens are a passion of mine, and the Reuben here was lovely.  Tender pastrami (per the menu, tho I don't know how it differs from corned beef), unobtrusive bread, great combination of sauerkraut and sauces.  Really pleasant.  And the soup...More",+1 425-316-0520,https://www.tripadvisor.com//Restaurant_Review-g58362-d3673617-Reviews-McMenamins_Mill_Creek-Bothell_Washington.html,Check The Website for a Menu
572,The Cottage,10029 NE 183rd St,"Bothell, WA 98011-3421","$$ - $$$, American, Vegetarian Friendly",4.5 of 5 bubbles,25 reviews,"This is a nice addition to the growing list of downtown Bothell restaurants.  I was there on a busy Friday night when they had a guitarist playing.  Fortunately we made a reservation, as it would have been impossible to get a table otherwise.  It is...More",+1 425-286-6332,https://www.tripadvisor.com//Restaurant_Review-g58362-d12639082-Reviews-The_Cottage-Bothell_Washington.html,https://thecottagebothell.com/wp-content/uploads/2019/07/The-Cottage-Menu.pdf
573,Mayuri Indian Cuisine,20611 Bothell Everett Hwy,"Bothell, WA 98012-7146","$$ - $$$, Indian, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,25 reviews,"Visited Mayuri a couple of times with I dian (Bangalore) collegues. Very good Biryani, chicken 65 and more. Good vegetarian choices and various types of meat.",+1 425-481-6900,https://www.tripadvisor.com//Restaurant_Review-g58362-d7144319-Reviews-Mayuri_Indian_Cuisine-Bothell_Washington.html,Check The Website for a Menu
574,What The Pho,1317 228th St SE,"Bothell, WA 98021-8400","$, Asian, Vietnamese, Vegetarian Friendly",4 of 5 bubbles,25 reviews,The restaurant is a nice place with good food. The servings of any food are huge but they are tasty. The service is quick and restaurant is clean. The place is worth the money.,+1 425-485-7700,https://www.tripadvisor.com//Restaurant_Review-g58362-d5058489-Reviews-What_The_Pho-Bothell_Washington.html,http://whatthepho.net/menu/
575,Uncle Peteza's Pizzeria,24118 Bothell Everett Hwy,"Bothell, WA 98021-9379","$, Pizza, Italian, Vegetarian Friendly",4.5 of 5 bubbles,23 reviews,We get GF pizza from Uncle Petezas frequently and it’s very good. We like their sauce and good amount of cheese. We’ve also had their salads which are a good size as well.,+1 425-381-2525,https://www.tripadvisor.com//Restaurant_Review-g58362-d823694-Reviews-Uncle_Peteza_s_Pizzeria-Bothell_Washington.html,Check The Website for a Menu
576,Tyee Restaurant and Motel,405 S Main St,"Coupeville, Whidbey Island, WA 98239-3537","$$ - $$$, American",3 of 5 bubbles,73 reviews,My name is chris w.room was paid by at first by pete on Sunday the 15th i needed a room and i guess i got one abit over priced for the room i got which was #8 which a friend paid for at first i...More,+1 360-678-6616,https://www.tripadvisor.com//Restaurant_Review-g60794-d834886-Reviews-Tyee_Restaurant_and_Motel-Coupeville_Whidbey_Island_Washington.html,Check The Website for a Menu
577,Orchard Kitchen,5574 Bayview Rd,"Langley, Whidbey Island, WA 98260-9761","$$$$, American, Vegetarian Friendly",5 of 5 bubbles,119 reviews,"Best dinner we have had in a long time. We had a great time.  Food was top notch.  We had the wine pairing, which was spot-on and generous.  We had a lovely time chatting with our table mates, and the 3 hours passed quickly.  It...More",+1 360-321-1517,https://www.tripadvisor.com//Restaurant_Review-g58557-d8464188-Reviews-Orchard_Kitchen-Langley_Whidbey_Island_Washington.html,Check The Website for a Menu
578,The Oystercatcher,901 NW Grace St,"Coupeville, Whidbey Island, WA 98239","$$$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,264 reviews,My lady & I had dinner there both nights We visited incoopville Wa.  onWhidbey Island.   The taste bud experience was to die for. I highly recommend the Caramelized Brussels Sprouts. I normally do not care for Brussels Sprouts but there presentation was out of this...More,+1 360-678-0683,https://www.tripadvisor.com//Restaurant_Review-g60794-d668529-Reviews-The_Oystercatcher-Coupeville_Whidbey_Island_Washington.html,Check The Website for a Menu
579,Cristiano's Pizza Etc,1206 State Ave Ste G,"Marysville, WA 98270","$$ - $$$, Italian, Pizza, International",4.5 of 5 bubbles,294 reviews,"Locals all know that Cristiano’s is one of the best local restaurants. Love their pizza, soup and salads. The pizza and salad combo is my favorite, while my husband loves the chicken fettuccine. They can get quite busy so for take out we always call...More",+1 360-653-8356,https://www.tripadvisor.com//Restaurant_Review-g58595-d540308-Reviews-Cristiano_s_Pizza_Etc-Marysville_Washington.html,Check The Website for a Menu
580,Gordon's on Blueberry Hill,5438 Woodard Ave,"Freeland, Whidbey Island, WA 98249-9703","$$$$, American, Seafood, International",4.5 of 5 bubbles,282 reviews,"Darn tasty food! I always like a restaurant that uses fine ingredients, with meals prepared and presented to please the discerning. Gordon’s get it right on.",+1 360-331-7515,https://www.tripadvisor.com//Restaurant_Review-g58481-d1406093-Reviews-Gordon_s_on_Blueberry_Hill-Freeland_Whidbey_Island_Washington.html,http://gordonsonblueberryhill.com/#menu-section
581,Christopher's Restaurant,103 NW Coveland St,"Coupeville, Whidbey Island, WA 98239-4058","$$ - $$$, American, Seafood, Gluten Free Options",4.5 of 5 bubbles,666 reviews,"I had a salad and steak and should've stopped at the shared large order of mussels.  By the time I'd savored my share of the 40 or 50 mussels and sopped up the accompanying sauce' sauce with the supplied bread, I really didn't have room...More",+1 360-678-5480,https://www.tripadvisor.com//Restaurant_Review-g60794-d834884-Reviews-Christopher_s_Restaurant-Coupeville_Whidbey_Island_Washington.html,Check The Website for a Menu
582,Bistro San Martin,231 N Olympic Ave,"Arlington, WA 98223-1336","$$$$, American, International, Vegetarian Friendly",5 of 5 bubbles,185 reviews,"We were given a gift certificate to this restaurant as a Christmas gift. We went out to their web site to get a little more information but it didn't have a lot of information there other that the menu items. Last night, we decided to...More",+1 360-474-9229,https://www.tripadvisor.com//Restaurant_Review-g30272-d1072949-Reviews-Bistro_San_Martin-Arlington_Washington.html,Check The Website for a Menu
583,Blue Moose!,311B Haines Pl,"Port Townsend, WA 98368-1818","$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,381 reviews,It is a very tiny place and I guess in season (not winter) there can be a wait. Maybe in summer you can sit outside. It is hard to find as it is in the shipyard and is tiny (and blue). Service is fast and...More,+1 360-385-7339,https://www.tripadvisor.com//Restaurant_Review-g58687-d1868600-Reviews-Blue_Moose-Port_Townsend_Washington.html,Check The Website for a Menu
584,The Fountain Cafe,920 Washington St,"Port Townsend, WA 98368-5722","$$ - $$$, American, Cafe, International",4.5 of 5 bubbles,640 reviews,"It was a rather hot day even for summer and here it was just before Christmas. The sound of having an ice cream was just what we all wanted. Wonderful selection that pleased everyone. Very busy and had to wait for a table, but worth...More",+1 360-385-1364,https://www.tripadvisor.com//Restaurant_Review-g58687-d519277-Reviews-The_Fountain_Cafe-Port_Townsend_Washington.html,Check The Website for a Menu
585,Frasers Gourmet Hideaway,1191 SE Dock St,"Oak Harbor, Whidbey Island, WA 98277-4011","$$$$, American, Seafood, International",4.5 of 5 bubbles,244 reviews,Had an incredible meal here and the service was top notch... can't wait to return... get the fondue and the lamb.!! Absolutely wonderful.,+1 360-279-1231,https://www.tripadvisor.com//Restaurant_Review-g58643-d643234-Reviews-Frasers_Gourmet_Hideaway-Oak_Harbor_Whidbey_Island_Washington.html,Check The Website for a Menu
586,Anthony's Homeport,1722 W Marine View Dr,"Everett, WA 98201-2087","$$ - $$$, American, Seafood, Soups",4.5 of 5 bubbles,513 reviews,"Good service, but food was just ok. Crab was overcooked and mushy. Dessert wasn’t worth it, it was supposed to be a warm chocolate melted cake. What came out after 30 minutes was a room temperature melted plate of goop. It clearly sat in the...More",+1 425-252-3333,https://www.tripadvisor.com//Restaurant_Review-g58466-d3198388-Reviews-Anthony_s_Homeport-Everett_Washington.html,Check The Website for a Menu
587,Ivar's Mukilteo Landing,710 Front St,"Mukilteo, WA 98275-1510","$$ - $$$, American, Seafood, Vegetarian Friendly",4.5 of 5 bubbles,966 reviews,"Visited twice. Once in summer on the patio; the other in winter at a window table. The views and ambience here are excellent. The food is consistently good although we are not “foodies” so can’t attest to the culinary quality. But if we like it,...More",+1 425-742-6180,https://www.tripadvisor.com//Restaurant_Review-g58625-d593906-Reviews-Ivar_s_Mukilteo_Landing-Mukilteo_Washington.html,https://www.ivars.com/locations/mukilteo-landing#menus
588,Shawn O'Donnell's American Grill and Irish Pub,122 128th St SE,"Everett, WA 98208-6336","$$ - $$$, American, Irish, Bar",4.5 of 5 bubbles,358 reviews,My wife and I drop in several times of year and realize it should be more often.  The food and beverage choices are extensive and not a looser on the list!  Shawn and his staff always provide the best in hospitality as well as serving...More,+1 425-338-5700,https://www.tripadvisor.com//Restaurant_Review-g58466-d822078-Reviews-Shawn_O_Donnell_s_American_Grill_and_Irish_Pub-Everett_Washington.html,https://docs.wixstatic.com/ugd/580208_6c31469f654b46d8afb475c9ff22e236.pdf
589,Spruce Goose Cafe,310 Airport Rd,"Port Townsend, WA 98368-9709","$$ - $$$, American, Cafe, Diner",4.5 of 5 bubbles,139 reviews,We had lunch at the Spruce Goose. The food was tasty and I enjoyed watching the planes. Very friendly  and relaxing.,+1 360-385-3185,https://www.tripadvisor.com//Restaurant_Review-g58687-d2477116-Reviews-Spruce_Goose_Cafe-Port_Townsend_Washington.html,Check The Website for a Menu
590,Village Pizzeria,106 1ST St,"Langley, Whidbey Island, WA 98260","$$ - $$$, Pizza, Italian, Vegetarian Friendly",4.5 of 5 bubbles,367 reviews,"Restaurant was packed with a long wait so we decided to order a couple of pizzas to take out.  They said about 40mins to cook so we went to double bluff for a beer while we waited.  Great beer, we returned, our pizzas were ready...More",+1 360-221-3363,https://www.tripadvisor.com//Restaurant_Review-g58557-d885448-Reviews-Village_Pizzeria-Langley_Whidbey_Island_Washington.html,Check The Website for a Menu
591,Seabolts Smokehouse,31640 State Route 20 Ste 3,"Oak Harbor, Whidbey Island, WA 98277-3128","$$ - $$$, American, Seafood, Soups",4.5 of 5 bubbles,512 reviews,This place is great for lunch/dinner.  We have been here 5 times already since moving here from Arizona in August of last year!  The staff/service is very attentive and are extremely nice and friendly.   Fish and Chips and the shared platter for 2 are delicious...More,+1 360-675-6485,https://www.tripadvisor.com//Restaurant_Review-g58643-d1835744-Reviews-Seabolts_Smokehouse-Oak_Harbor_Whidbey_Island_Washington.html,Check The Website for a Menu
592,Prima Bistro,201 1/2 1st St,"Langley, Whidbey Island, WA 98260-8801","$$ - $$$, American, European, International",4.5 of 5 bubbles,623 reviews,"Prima Bistro is upstairs, small and dark. Not a date place as it is very loud. Prices do not reflect the quality of the food, fair, nor the portions, small to very small. Service is on the coolish side, reserved and off putting. There are...More",+1 360-221-4060,https://www.tripadvisor.com//Restaurant_Review-g58557-d649964-Reviews-Prima_Bistro-Langley_Whidbey_Island_Washington.html,Check The Website for a Menu
593,Terracotta Red Bistro,2820 Hewitt Ave,"Everett, WA 98201-3820","$$ - $$$, Asian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,297 reviews,"The only reason this restaurant is getting three stars is because of great service.  I ordered Heaven & Earth, a combo of pork, beef, shrimp and maybe chicken. Can't remember now.  All of the meats and shellfish were overdone.  Chewy and tough with very little...More",+1 425-322-5132,https://www.tripadvisor.com//Restaurant_Review-g58466-d1208449-Reviews-Terracotta_Red_Bistro-Everett_Washington.html,Check The Website for a Menu
594,The Keg Steakhouse + Bar - Lynnwood,18110 Alderwood Mall Pkwy,"Lynnwood, WA 98037-3959","$$ - $$$, American, Steakhouse, Bar",4.5 of 5 bubbles,369 reviews,Arrived 10 minutes early. Rude hostess. Table was ready. Made us seat in cold lobby after we requested to be seated and wait for the rest of our party. Ignored other guests while speaking to fellow employees. Good food though.,+1 425-778-0900,https://www.tripadvisor.com//Restaurant_Review-g58578-d464047-Reviews-The_Keg_Steakhouse_Bar_Lynnwood-Lynnwood_Washington.html,Check The Website for a Menu
595,Cedars Cafe,10200 Quil Ceda Blvd,"Marysville, WA 98271-9163","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,263 reviews,"During an overnight, we dined here for lunch and breakfast.  A variety of selections are offered.  We had lunch upon arrival which was adequate and the breakfast buffet on our second day.  Servers attentive and accommodating.",+1 360-716-1276,https://www.tripadvisor.com//Restaurant_Review-g58595-d2183089-Reviews-Cedars_Cafe-Marysville_Washington.html,Check The Website for a Menu
596,Hudson Point Cafe,130 Hudson St,"Port Townsend, WA 98368-5630","$$ - $$$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,396 reviews,"I have been here three times in the past year ( I am a visitor to Port Townsend) each time I have been very happy. Today’s selection of their clam chowder was WOW good. It is a tasty broth with in shell clams, potatoes, onions...More",+1 360-379-0592,https://www.tripadvisor.com//Restaurant_Review-g58687-d1046389-Reviews-Hudson_Point_Cafe-Port_Townsend_Washington.html,Check The Website for a Menu
597,The Braeburn,197D 2nd St,"Langley, Whidbey Island, WA 98260-9850","$$ - $$$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,328 reviews,"Food was a bit slow coming, especially as it was quiet, but the food was fantastic.  Good omelette, French toast etc.",+1 360-221-3211,https://www.tripadvisor.com//Restaurant_Review-g58557-d520718-Reviews-The_Braeburn-Langley_Whidbey_Island_Washington.html,https://braeburnlangley.com/menu-2/
598,Silverwater Cafe,237 Taylor St,"Port Townsend, WA 98368-5766","$$ - $$$, American, Seafood, Vegetarian Friendly",4 of 5 bubbles,757 reviews,"I read Reviews that made this place come across awesome but it was only good and, really, after the dessert I had it was barely in the “good” category. I’ve never had such poor tasting cherry pie...Even out of a box. the fish n chips...More",+1 360-385-6448,https://www.tripadvisor.com//Restaurant_Review-g58687-d496040-Reviews-Silverwater_Cafe-Port_Townsend_Washington.html,Check The Website for a Menu
