,Name,Street Address,Location,Type,Reviews,No of Reviews,Contact Number,Trip_advisor Url,Menu
549,Roman Cucina,16595 Pacific Coast Hwy,"Huntington Beach, CA 90742","$$ - $$$, Italian, Pizza",4.5 of 5 bubbles,81 reviews,+1 562-592-5552,https://www.tripadvisor.com//Restaurant_Review-g32513-d545598-Reviews-Roman_Cucina-Huntington_Beach_California.html,Check The Website for a Menu
550,BLK Earth Sea Spirits,300 Pacific Coast Hwy Ste 202,"Huntington Beach, CA 92648-5113","$$ - $$$, American, Seafood, Vegetarian Friendly",4 of 5 bubbles,246 reviews,+1 714-960-0996,https://www.tripadvisor.com//Restaurant_Review-g32513-d543779-Reviews-BLK_Earth_Sea_Spirits-Huntington_Beach_California.html,Check The Website for a Menu
551,Woody's Diner,16371 Pacific Coast Hwy,"Huntington Beach, CA 92649-1821","$, American, Diner, Vegetarian Friendly",4.5 of 5 bubbles,76 reviews,+1 562-592-2134,https://www.tripadvisor.com//Restaurant_Review-g32513-d4612618-Reviews-Woody_s_Diner-Huntington_Beach_California.html,http://www.woodysdiners.com/#menus-section
552,Longboard Restaurant & Pub,217 Main St,"Huntington Beach, CA 92648-5127","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,135 reviews,+1 714-960-1896,https://www.tripadvisor.com//Restaurant_Review-g32513-d543721-Reviews-Longboard_Restaurant_Pub-Huntington_Beach_California.html,Check The Website for a Menu
553,El Pollo Inka Peruvian Restaurant,23705 Hawthorne Blvd,"Torrance, CA 90505-5905","$$ - $$$, Peruvian, Latin, South American",4 of 5 bubbles,36 reviews,+1 310-373-0062,https://www.tripadvisor.com//Restaurant_Review-g33182-d7114434-Reviews-El_Pollo_Inka_Peruvian_Restaurant-Torrance_California.html,Check The Website for a Menu
554,The San Franciscan,2520 Sepulveda Blvd,"Torrance, CA 90505-3014","$$ - $$$, American, Steakhouse, Bar",4.5 of 5 bubbles,254 reviews,+1 310-325-5231,https://www.tripadvisor.com//Restaurant_Review-g33182-d542612-Reviews-The_San_Franciscan-Torrance_California.html,http://www.the-sanfranciscan.com/menu/
555,Dominique’s Kitchen,522 S Pacific Coast Hwy,"Redondo Beach, CA 90277-4219","$$ - $$$, French, European, Vegetarian Friendly",4.5 of 5 bubbles,251 reviews,+1 424-247-9054,https://www.tripadvisor.com//Restaurant_Review-g32954-d4988832-Reviews-Dominique_s_Kitchen-Redondo_Beach_California.html,http://dominiqueskitchen.com/menu/
556,Lazy Dog Restaurant & Bar,3525 W Carson St,"Torrance, CA 90503-5738","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,350 reviews,+1 310-921-6080,https://www.tripadvisor.com//Restaurant_Review-g33182-d1069423-Reviews-Lazy_Dog_Restaurant_Bar-Torrance_California.html,http://www.lazydogrestaurants.com/menu
557,Lucille's Smokehouse BBQ,21540 Hawthorne Blvd Ste 401B,"Torrance, CA 90503-5733","$$ - $$$, American, Bar, Barbecue",4 of 5 bubbles,308 reviews,+1 310-370-7427,https://www.tripadvisor.com//Restaurant_Review-g33182-d794278-Reviews-Lucille_s_Smokehouse_BBQ-Torrance_California.html,Check The Website for a Menu
558,Din Tai Fung,21540 Hawthorne Blvd,"Torrance, CA 90503-5707","$$ - $$$, Chinese, Asian, Taiwanese",4 of 5 bubbles,133 reviews,+1 310-214-1175,https://www.tripadvisor.com//Restaurant_Review-g33182-d12538440-Reviews-Din_Tai_Fung-Torrance_California.html,https://dintaifungusa.com/menu/appetizers/
559,Eat At Joe's,400 N Pacific Coast Hwy,"Redondo Beach, CA 90277-2806","$, American, Diner, Vegetarian Friendly",4.5 of 5 bubbles,194 reviews,+1 310-376-9570,https://www.tripadvisor.com//Restaurant_Review-g32954-d2723595-Reviews-Eat_At_Joe_s-Redondo_Beach_California.html,Check The Website for a Menu
560,Gaetano's Restaurant,2731 Pacific Coast Hwy,"Torrance, CA 90505-7001","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,154 reviews,+1 310-326-3354,https://www.tripadvisor.com//Restaurant_Review-g33182-d792767-Reviews-Gaetano_s_Restaurant-Torrance_California.html,Check The Website for a Menu
561,In-N-Out Burger,730 W Carson St,"Torrance, CA 90502-2105","$, American, Fast Food",4.5 of 5 bubbles,87 reviews,+1 800-786-1000,https://www.tripadvisor.com//Restaurant_Review-g33182-d2535768-Reviews-In_N_Out_Burger-Torrance_California.html,Check The Website for a Menu
562,Riviera Mexican Grill,1615 S Pacific Coast Hwy,"Redondo Beach, CA 90277-5605","$$ - $$$, Mexican, Latin, Southwestern",4.5 of 5 bubbles,180 reviews,+1 310-540-2501,https://www.tripadvisor.com//Restaurant_Review-g32954-d361024-Reviews-Riviera_Mexican_Grill-Redondo_Beach_California.html,Check The Website for a Menu
563,Black Angus Steakhouse - Torrance,3405 W Carson St,"Torrance, CA 90503-5702","$$ - $$$, Steakhouse, American, Gluten Free Options",4 of 5 bubbles,197 reviews,+1 310-370-1523,https://www.tripadvisor.com//Restaurant_Review-g33182-d1972576-Reviews-Black_Angus_Steakhouse_Torrance-Torrance_California.html,Check The Website for a Menu
564,Polly's on the Pier,160 Internatl Boardwalk,"Redondo Beach, CA 90277-2508","$, American, Cafe, Diner",4.5 of 5 bubbles,409 reviews,+1 310-318-3736,https://www.tripadvisor.com//Restaurant_Review-g32954-d495151-Reviews-Polly_s_on_the_Pier-Redondo_Beach_California.html,Check The Website for a Menu
565,Hof's Hut,23635 Crenshaw Blvd,"Torrance, CA 90505-5204","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,107 reviews,+1 562-799-9552,https://www.tripadvisor.com//Restaurant_Review-g33182-d3156905-Reviews-Hof_s_Hut-Torrance_California.html,http://hofshut.com/menu/our-menu
566,New York Deli,2424 Sepulveda Blvd,"Torrance, CA 90501-4335","$$ - $$$, American, Soups",4.5 of 5 bubbles,82 reviews,+1 310-891-1229,https://www.tripadvisor.com//Restaurant_Review-g33182-d4929698-Reviews-New_York_Deli-Torrance_California.html,Check The Website for a Menu
567,Quality Seafood,130 Internatl Boardwalk,"Redondo Beach, CA 90277-3611","$$ - $$$, Seafood, Gluten Free Options",4 of 5 bubbles,217 reviews,+1 310-372-6408,https://www.tripadvisor.com//Restaurant_Review-g32954-d1008772-Reviews-Quality_Seafood-Redondo_Beach_California.html,http://qualityseafood.com/menu/
568,"Kincaid's Fish, Chop & Steak House",500 Fishermans Wharf,"Redondo Beach, CA 90277-3630","$$ - $$$, American, Bar, Seafood",4 of 5 bubbles,656 reviews,+1 310-318-6080,https://www.tripadvisor.com//Restaurant_Review-g32954-d355447-Reviews-Kincaid_s_Fish_Chop_Steak_House-Redondo_Beach_California.html,Check The Website for a Menu
569,Tony's On the Pier,210 Fishermans Wharf,"Redondo Beach, CA 90277-3603","$$ - $$$, American, Bar, Seafood",4 of 5 bubbles,532 reviews,+1 310-374-1442,https://www.tripadvisor.com//Restaurant_Review-g32954-d1925465-Reviews-Tony_s_On_the_Pier-Redondo_Beach_California.html,Check The Website for a Menu
570,Rascal's Teriyaki Grill,5111 Torrance Blvd,"Torrance, CA 90503-4117","$, Japanese, American, Asian",4.5 of 5 bubbles,61 reviews,+1 310-542-0022,https://www.tripadvisor.com//Restaurant_Review-g33182-d538765-Reviews-Rascal_s_Teriyaki_Grill-Torrance_California.html,Check The Website for a Menu
571,Benihana,21327 Hawthorne Blvd,"Torrance, CA 90503-5602","$$ - $$$, Japanese, Sushi, Vegetarian Friendly",4 of 5 bubbles,128 reviews,+1 310-316-7777,https://www.tripadvisor.com//Restaurant_Review-g33182-d468731-Reviews-Benihana-Torrance_California.html,Check The Website for a Menu
572,Scardino's,4803 Torrance Blvd,"Torrance, CA 90503-4111","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4 of 5 bubbles,132 reviews,+1 310-542-2222,https://www.tripadvisor.com//Restaurant_Review-g33182-d509158-Reviews-Scardino_s-Torrance_California.html,Check The Website for a Menu
573,Nozomi,1757 W Carson St Ste L,"Torrance, CA 90501-2828","$$ - $$$, Japanese, Sushi, Asian",4.5 of 5 bubbles,45 reviews,+1 310-320-5511,https://www.tripadvisor.com//Restaurant_Review-g33182-d3731427-Reviews-Nozomi-Torrance_California.html,Check The Website for a Menu
574,I-naba Japanese Restaurant,20920 Hawthorne Blvd,"Torrance, CA 90503-4612","$$ - $$$, Japanese, Sushi, Asian",4.5 of 5 bubbles,54 reviews,+1 310-371-6675,https://www.tripadvisor.com//Restaurant_Review-g33182-d1055675-Reviews-I_naba_Japanese_Restaurant-Torrance_California.html,Check The Website for a Menu
575,Hop Saint Brewing Company,5160 W 190th St,"Redondo Beach, CA 90503-1005","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,59 reviews,+1 310-214-4677,https://www.tripadvisor.com//Restaurant_Review-g32954-d9781460-Reviews-Hop_Saint_Brewing_Company-Redondo_Beach_California.html,Check The Website for a Menu
576,Aliotta's Via Firenze,4485 Torrance Blvd,"Torrance, CA 90503-4335","$$$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,116 reviews,+1 310-371-9555,https://www.tripadvisor.com//Restaurant_Review-g33182-d503590-Reviews-Aliotta_s_Via_Firenze-Torrance_California.html,Check The Website for a Menu
577,Good Stuff Restaurant,1286 The Strand,"Hermosa Beach, CA 90254-3547","$$ - $$$, American, Healthy, Vegetarian Friendly",4.5 of 5 bubbles,454 reviews,+1 310-374-2334,https://www.tripadvisor.com//Restaurant_Review-g32490-d468761-Reviews-Good_Stuff_Restaurant-Hermosa_Beach_California.html,Check The Website for a Menu
578,La Playita,37 14th St,"Hermosa Beach, CA 90254-3508","$, Mexican, Latin, Vegetarian Friendly",4.5 of 5 bubbles,315 reviews,+1 310-376-2148,https://www.tripadvisor.com//Restaurant_Review-g32490-d2343392-Reviews-La_Playita-Hermosa_Beach_California.html,Check The Website for a Menu
579,The Original Pancake House,1756 S Pacific Coast Hwy,"Redondo Beach, CA 90277-5902","$$ - $$$, American, Vegetarian Friendly",4.5 of 5 bubbles,165 reviews,+1 310-543-9875,https://www.tripadvisor.com//Restaurant_Review-g32954-d468739-Reviews-The_Original_Pancake_House-Redondo_Beach_California.html,Check The Website for a Menu
580,Ruby's Diner,245 N Harbor Dr,"Redondo Beach, CA 90277-2508","$, American, Diner, Vegetarian Friendly",4 of 5 bubbles,478 reviews,+1 310-376-7829,https://www.tripadvisor.com//Restaurant_Review-g32954-d468735-Reviews-Ruby_s_Diner-Redondo_Beach_California.html,https://www.rubys.com/menu/
581,Hakata Ikkosha Torrance,21605 S Western Ave,"Torrance, CA 90501-3051","$$ - $$$, Japanese, Asian",4.5 of 5 bubbles,34 reviews,+1 424-558-8535,https://www.tripadvisor.com//Restaurant_Review-g33182-d8536074-Reviews-Hakata_Ikkosha_Torrance-Torrance_California.html,Check The Website for a Menu
582,Souplantation,21309 S. Hawthorne Blvd.,"Torrance, CA 90503","$, American, Soups, Vegetarian Friendly",4 of 5 bubbles,125 reviews,+1 310-540-4998,https://www.tripadvisor.com//Restaurant_Review-g33182-d3494467-Reviews-Souplantation-Torrance_California.html,Check The Website for a Menu
583,Bluewater Grill,665 N Harbor Dr,"Redondo Beach, CA 90277-2004","$$ - $$$, American, Bar, Seafood",4 of 5 bubbles,706 reviews,+1 310-318-3474,https://www.tripadvisor.com//Restaurant_Review-g32954-d468734-Reviews-Bluewater_Grill-Redondo_Beach_California.html,Check The Website for a Menu
584,Dave Wongs,2828 W March Ln,"Stockton, CA 95219-8248","$$ - $$$, Chinese, Asian, Vegetarian Friendly",4.5 of 5 bubbles,394 reviews,+1 209-951-4152,https://www.tripadvisor.com//Restaurant_Review-g33130-d2266399-Reviews-Dave_Wongs-Stockton_California.html,https://www.davewongsrestaurant.com/food-menus/
585,Market Tavern,236 Lincoln Ctr,"Stockton, CA 95207-2617","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,191 reviews,+1 209-932-8001,https://www.tripadvisor.com//Restaurant_Review-g33130-d6031429-Reviews-Market_Tavern-Stockton_California.html,Check The Website for a Menu
586,Cocoro Japanese Bistro & Sushi,2105 Pacific Ave,"Stockton, CA 95204-5329","$$ - $$$, Japanese, Sushi, Asian",4.5 of 5 bubbles,124 reviews,+1 209-941-6053,https://www.tripadvisor.com//Restaurant_Review-g33130-d468722-Reviews-Cocoro_Japanese_Bistro_Sushi-Stockton_California.html,Check The Website for a Menu
587,Waterloo,10447 E Waterloo Rd,"Stockton, CA 95215-9314","$$ - $$$, Italian, Grill, Pub",4.5 of 5 bubbles,107 reviews,+1 209-931-4019,https://www.tripadvisor.com//Restaurant_Review-g33130-d2224396-Reviews-Waterloo-Stockton_California.html,Check The Website for a Menu
588,Angelina's Spaghetti House,1563 E Fremont St,"Stockton, CA 95205-4409","$$ - $$$, Italian, Vegetarian Friendly",4 of 5 bubbles,180 reviews,+1 209-948-6609,https://www.tripadvisor.com//Restaurant_Review-g33130-d513541-Reviews-Angelina_s_Spaghetti_House-Stockton_California.html,Check The Website for a Menu
589,Papapavlo's Bistro & Bar,501 Lincoln Ctr,"Stockton, CA 95207-2637","$$ - $$$, Mediterranean, Greek, Vegetarian Friendly",4.5 of 5 bubbles,138 reviews,+1 209-477-6133,https://www.tripadvisor.com//Restaurant_Review-g33130-d2545964-Reviews-Papapavlo_s_Bistro_Bar-Stockton_California.html,Check The Website for a Menu
590,Midgley's Public House,296 Lincoln Ctr,"Stockton, CA 95207-2621","$$ - $$$, American, Bar, Gluten Free Options",4 of 5 bubbles,102 reviews,+1 209-474-7700,https://www.tripadvisor.com//Restaurant_Review-g33130-d7624766-Reviews-Midgley_s_Public_House-Stockton_California.html,https://www.midgleyspublichouse.com/menus/
591,El Rancho Inn-Steak & Lobster,1457 E Mariposa Rd,"Stockton, CA 95205-7727","$$$$, American, Steakhouse, Seafood",4.5 of 5 bubbles,56 reviews,+1 209-467-1529,https://www.tripadvisor.com//Restaurant_Review-g33130-d947707-Reviews-El_Rancho_Inn_Steak_Lobster-Stockton_California.html,Check The Website for a Menu
592,Bud's Seafood Grille,314 Lincoln Ctr,"Stockton, CA 95207-2627","$$ - $$$, Bar, Seafood, American",4 of 5 bubbles,79 reviews,+1 209-956-0270,https://www.tripadvisor.com//Restaurant_Review-g33130-d2167803-Reviews-Bud_s_Seafood_Grille-Stockton_California.html,Check The Website for a Menu
593,BJ's Restaurant & Brewhouse,5733 Pacific Ave,"Stockton, CA 95207-5148","$$ - $$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,124 reviews,+1 209-373-4660,https://www.tripadvisor.com//Restaurant_Review-g33130-d808938-Reviews-BJ_s_Restaurant_Brewhouse-Stockton_California.html,Check The Website for a Menu
594,Garlic Brothers,6629 Embarcadero Dr,"Stockton, CA 95219-3329","$$ - $$$, Bar, American",4 of 5 bubbles,115 reviews,+1 209-474-6585,https://www.tripadvisor.com//Restaurant_Review-g33130-d1637756-Reviews-Garlic_Brothers-Stockton_California.html,Check The Website for a Menu
595,Misaki Sushi and Bar,222 N El Dorado St,"Stockton, CA 95202-2339","$$ - $$$, Sushi, Asian, Japanese",4.5 of 5 bubbles,31 reviews,+1 209-547-1288,https://www.tripadvisor.com//Restaurant_Review-g33130-d4947984-Reviews-Misaki_Sushi_and_Bar-Stockton_California.html,Check The Website for a Menu
596,Prime Table Steakhouse,357 Lincoln Ctr,"Stockton, CA 95207-2630","$$$$, American, Steakhouse",4.5 of 5 bubbles,32 reviews,+1 209-808-5999,https://www.tripadvisor.com//Restaurant_Review-g33130-d11913784-Reviews-Prime_Table_Steakhouse-Stockton_California.html,http://www.primetablestk.com/files/Prime_Table_Menu.pdf
597,Mile Wine Company,2113 Pacific Ave,"Stockton, CA 95204-5329","$$ - $$$, Wine Bar, American, Pub",4.5 of 5 bubbles,32 reviews,+1 209-465-9463,https://www.tripadvisor.com//Restaurant_Review-g33130-d5267032-Reviews-Mile_Wine_Company-Stockton_California.html,Check The Website for a Menu
598,Delta Bistro and Lounge,110 W Fremont St,"Stockton, CA 95202-1902","$$ - $$$, American, Bar, Pizza",4.5 of 5 bubbles,39 reviews,+1 209-944-1140,https://www.tripadvisor.com//Restaurant_Review-g33130-d3626779-Reviews-Delta_Bistro_and_Lounge-Stockton_California.html,https://universityplazawaterfronthotel.com/wp-content/uploads/2016/10/DeltaBistroMenu.pdf
599,Raw Japanese Bistro & Sushi Bar,10742 Trinity Pkwy,"Stockton, CA 95219-7233","$$ - $$$, Japanese, Sushi, Asian",4.5 of 5 bubbles,37 reviews,+1 209-954-9729,https://www.tripadvisor.com//Restaurant_Review-g33130-d4949278-Reviews-Raw_Japanese_Bistro_Sushi_Bar-Stockton_California.html,Check The Website for a Menu
600,Lumberjacks Restaurant,3113 W Benjamin Holt Dr,"Stockton, CA 95219-3703","$$ - $$$, American, Vegetarian Friendly",4 of 5 bubbles,48 reviews,+1 209-951-1988,https://www.tripadvisor.com//Restaurant_Review-g33130-d3973441-Reviews-Lumberjacks_Restaurant-Stockton_California.html,http://www.lumberjacksrestaurant.com/breakfast-menu/
601,Nena's Mexican Restaurant,445 W Weber Ave,"Stockton, CA 95203-3151","$$ - $$$, Latin, Mexican, Spanish",4 of 5 bubbles,98 reviews,+1 209-547-0217,https://www.tripadvisor.com//Restaurant_Review-g33130-d654183-Reviews-Nena_s_Mexican_Restaurant-Stockton_California.html,Check The Website for a Menu
602,Chuck's Hamburgers,5939 Pacific Ave,"Stockton, CA 95207-4703",$$ - $$$,4.5 of 5 bubbles,17 reviews,+1 209-473-9977,https://www.tripadvisor.com//Restaurant_Review-g33130-d10037056-Reviews-Chuck_s_Hamburgers-Stockton_California.html,Check The Website for a Menu
603,Swagat Indian Cuisine,2233 Grand Canal Blvd,"Stockton, CA 95207-6657","$$ - $$$, Indian, Vegan Options, Vegetarian Friendly",4.5 of 5 bubbles,31 reviews,+1 209-478-4724,https://www.tripadvisor.com//Restaurant_Review-g33130-d4368644-Reviews-Swagat_Indian_Cuisine-Stockton_California.html,Check The Website for a Menu
604,Mezzo,3499 Brookside Rd,"Stockton, CA 95219-1784","$$ - $$$, Italian, Mediterranean",4.5 of 5 bubbles,62 reviews,+1 209-473-7300,https://www.tripadvisor.com//Restaurant_Review-g33130-d1815279-Reviews-Mezzo-Stockton_California.html,Check The Website for a Menu
605,Tandoori Nites,8102 Kelley Dr Ste B,"Stockton, CA 95209-2172","$$ - $$$, Indian, Vegetarian Friendly",4.5 of 5 bubbles,23 reviews,+1 209-952-2200,https://www.tripadvisor.com//Restaurant_Review-g33130-d3158767-Reviews-Tandoori_Nites-Stockton_California.html,http://www.thetandoorinites.com/Menu.html
606,Yen Du Restaurant,702 Porter Ave,"Stockton, CA 95207-4297","$$ - $$$, Chinese, Asian",5 of 5 bubbles,15 reviews,+1 209-951-3748,https://www.tripadvisor.com//Restaurant_Review-g33130-d4652924-Reviews-Yen_Du_Restaurant-Stockton_California.html,http://www.yendurestaurant.com/menu
607,Don Luis Mexican Restaurant,5940 N Highway 99,"Stockton, CA 95212-1202","$$ - $$$, Mexican, Vegetarian Friendly",4 of 5 bubbles,30 reviews,+1 209-931-9163,https://www.tripadvisor.com//Restaurant_Review-g33130-d4614099-Reviews-Don_Luis_Mexican_Restaurant-Stockton_California.html,http://www.donluismexicanrestaurant.com/Menu/
608,Bobs at the Marina,6639 Embarcadero Dr,"Stockton, CA 95219-3329","$$ - $$$, Seafood",4 of 5 bubbles,23 reviews,+1 209-957-3279,https://www.tripadvisor.com//Restaurant_Review-g33130-d4654391-Reviews-Bobs_at_the_Marina-Stockton_California.html,Check The Website for a Menu
609,Perkos Cafe & Grill,4300 E Waterloo Rd,"Stockton, CA 95215-2334","$, American, Diner",4.5 of 5 bubbles,24 reviews,+1 209-931-5611,https://www.tripadvisor.com//Restaurant_Review-g33130-d3371343-Reviews-Perkos_Cafe_Grill-Stockton_California.html,Check The Website for a Menu
610,Dante's California Style Pizza & Cafe,9305 Thornton Rd,"Stockton, CA 95209-1848","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,27 reviews,+1 209-474-0221,https://www.tripadvisor.com//Restaurant_Review-g33130-d513551-Reviews-Dante_s_California_Style_Pizza_Cafe-Stockton_California.html,Check The Website for a Menu
611,China Palace,5052 West Ln,"Stockton, CA 95210-3590","$$ - $$$, Chinese, Asian",4.5 of 5 bubbles,32 reviews,+1 209-955-0888,https://www.tripadvisor.com//Restaurant_Review-g33130-d1737619-Reviews-China_Palace-Stockton_California.html,Check The Website for a Menu
