,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
529,Ithaca Ale House,111 N Aurora St,"Ithaca, NY 14850-4301","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,463 reviews,"We travel a bit, and we like to explore local breweries/Ale houses in whatever area we are in.  Basically, the locals are going to know what is good!!!  No exception here - the Ithaca Ale House has a great selcetion of local beers, as well...More",+1 607-256-7977,https://www.tripadvisor.com//Restaurant_Review-g47958-d1019978-Reviews-Ithaca_Ale_House-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
530,Mahogany Grill,114 N Aurora St,"Ithaca, NY 14850-4302","$$ - $$$, Steakhouse, American, Bar",4 of 5 bubbles,565 reviews,I have gone here for years and I have always loved it but tonight I waited 15 minutes for a server and after asking we received a server who did not apologize once for the wait and came over extremely sarcastically and rude. When asked...More,+1 607-272-1438,https://www.tripadvisor.com//Restaurant_Review-g47958-d475527-Reviews-Mahogany_Grill-Ithaca_Finger_Lakes_New_York.html,http://www.mahoganygrill.com/menu.html
531,Ciao Wood-Fired Pizza & Pasta,2 Hickory Hollow Ln,"Ithaca, NY 14850-1015","$$ - $$$, Italian, Pizza, Vegan Options",4 of 5 bubbles,404 reviews,"This is your typical American-Italian eatery in that the cuisine is really more American's idea of what Italian food should be like, rather than authentic Italian.

If find most of the dishes pretty blah, although I do appreciate that they use a more flavorful cheese...More",+1 607-257-2233,https://www.tripadvisor.com//Restaurant_Review-g47958-d1958749-Reviews-Ciao_Wood_Fired_Pizza_Pasta-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
532,Gola Osteria,115 S Quarry St,"Ithaca, NY 14850-4500","$$$$, Italian, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,201 reviews,"We ate with a large group of about a dozen, and the food was served family style. It makes my mouth water just to write about the delicious Italian dishes.  The chicken parm melted in you mouth, and the pasta was genuine. The food is...More",+1 607-273-0333,https://www.tripadvisor.com//Restaurant_Review-g47958-d7379059-Reviews-Gola_Osteria-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
533,The Antlers Restaurant,1159 Dryden Rd,"Ithaca, NY 14850-8808","$$ - $$$, American, Seafood, Vegetarian Friendly",4.5 of 5 bubbles,214 reviews,"Ate dinner here tonight for the first time. I don’t even know where to begin.........
Let’s start with the cocktails. I ordered a vodka martini with olives. I was drinking out of a thimble size glass and they charged $7.00! 
I ordered the baked scrod...More",+1 607-273-9725,https://www.tripadvisor.com//Restaurant_Review-g47958-d450271-Reviews-The_Antlers_Restaurant-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
534,Viva Taqueria & Cantina,101 N Aurora St,"Ithaca, NY 14850-4301","$$ - $$$, Mexican, Southwestern, Latin",4 of 5 bubbles,387 reviews,I am a disabled person. A friend and I went to the restaurant. We were asked how many people. I said 3 but the third person is on the way and will join us shortly. We were not allowed to sit at a table unless...More,+1 607-277-1752,https://www.tripadvisor.com//Restaurant_Review-g47958-d458502-Reviews-Viva_Taqueria_Cantina-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
535,AGAVA Restaurant,381 Pine Tree Rd,"Ithaca, NY 14850-2820","$$ - $$$, Southwestern, Bar, American",4 of 5 bubbles,431 reviews,"Good food and drinks.  Feel like the food is getting more expensive though.  Nice indoor setting, but can get noisy.  Good stop for a Sunday afternoon cocktail.  The free home-made nachos and dip is a plus.More",+1 607-319-4366,https://www.tripadvisor.com//Restaurant_Review-g47958-d2669734-Reviews-AGAVA_Restaurant-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
536,Mia Tapas Bar and Restaurant,130 E State St,"Ithaca, NY 14850-5669","$$ - $$$, Asian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,222 reviews,"It's definitely an interesting (and successful) approach to offer a range of Asian foods ""tapas-style"".  Allowing us to try a variety of dishes. My favorite was the octopus salad. Other faves were the homemade Thai Sausage and the Sun-Dried Beef with Sticky Rice.  The decor...More",+1 607-277-2000,https://www.tripadvisor.com//Restaurant_Review-g47958-d2232558-Reviews-Mia_Tapas_Bar_and_Restaurant-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
537,ZaZa's Cucina,622 Cascadilla St,"Ithaca, NY 14850-4049","$$ - $$$, Italian, Vegetarian Friendly, Gluten Free Options",4 of 5 bubbles,271 reviews,"Nice big dining area.  Holds many people, so never feels crowded.  Food and cocktails are really good.",+1 607-273-9292,https://www.tripadvisor.com//Restaurant_Review-g47958-d475546-Reviews-ZaZa_s_Cucina-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
538,Sangam Indian Cuisine,424 Eddy St,"Ithaca, NY 14850-4618","$$ - $$$, Indian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,175 reviews,Absolutely terrific service! I went in after the lunch buffet ended and they still let me take a to-go box and even went out of their way to make some Naan bread. I had the best conversation with the owner. The people that work there...More,+1 607-273-1006,https://www.tripadvisor.com//Restaurant_Review-g47958-d485880-Reviews-Sangam_Indian_Cuisine-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
539,Moosewood Restaurant,215 N Cayuga St,"Ithaca, NY 14850-4329","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,943 reviews,"Cozy fixture renowned for its cookbooks serving vegetarian & vegan entrees featuring local produce.  Excellent coffee's, teas,  beers, deserts and outdoor seating.  Recognized for outstanding meals by James Beard.",+1 607-273-9610,https://www.tripadvisor.com//Restaurant_Review-g47958-d450782-Reviews-Moosewood_Restaurant-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
540,Taverna Banfi,130 Statler Drive,"Ithaca, NY 14853-6901","$$$$, Italian, Vegetarian Friendly, Gluten Free Options",4 of 5 bubbles,172 reviews,"Outstanding place for dinner especially if one is in the Cornell University area. Like others, the food is wonderful but like others say, the price is stiff. First class restaurant with good atmosphere, great senic view, great service and since Cornell is on top of...More",+1 607-254-2565,https://www.tripadvisor.com//Restaurant_Review-g47958-d450287-Reviews-Taverna_Banfi-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
541,John Thomas Steakhouse,1152 Danby Rd,"Ithaca, NY 14850-8927","$$$$, American, Steakhouse, Gluten Free Options",4 of 5 bubbles,258 reviews,"The ambience, food and service were all excellent. With a student at Cornell we look forward to more dinners there!",+1 607-273-3464,https://www.tripadvisor.com//Restaurant_Review-g47958-d475552-Reviews-John_Thomas_Steakhouse-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
542,Glenwood Pines Restaurant,1213 Taughannock Blvd,"Ithaca, NY 14850-9555","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,245 reviews,"Excellent food, drinks, and service.  I enjoyed a beer, we shared the fried spicy pickle appetizer, then I had their tasty fish fry with a salad and twice baked potato.  The location is midway between Trumansburg and Ithaca with lake views.  Casual and fun. The...More",+1 607-273-3709,https://www.tripadvisor.com//Restaurant_Review-g47958-d475536-Reviews-Glenwood_Pines_Restaurant-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
543,Mercato Bar & Kitchen,108 N Aurora St,"Ithaca, NY 14850-4302","$$$$, Italian, Vegetarian Friendly",4.5 of 5 bubbles,177 reviews,"Lovely food, thoughtfully seasoned by artists.  The crostini appetizers and the arugula salad offered a great balance of flavors. I had the chicken piccata; it came with a caper sauce, perfectly cooked asparagus, and fingerling potatoes.  My spouse had Straw and Hay Fettucie featuring house...More",+1 607-319-5171,https://www.tripadvisor.com//Restaurant_Review-g47958-d2009841-Reviews-Mercato_Bar_Kitchen-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
544,Red's Place,107 N Aurora St,"Ithaca, NY 14850-4301","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,134 reviews,"Ithaca has a lot of competition when it comes to restaurants, especially, in the downtown area including the commons and restaurant row. So, people have to put out a quality product and dining experience to make things go. Our first experience at Red's Place was...More",+1 607-319-4486,https://www.tripadvisor.com//Restaurant_Review-g47958-d7045252-Reviews-Red_s_Place-Ithaca_Finger_Lakes_New_York.html,https://www.redsplaceithaca.com/wp-content/uploads/2019/07/Summer-Menu-2019.pdf
545,Coltivare,235 S Cayuga St,"Ithaca, NY 14850-5509","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,186 reviews,"(Daughter)I ordered a mocktail (I'm not old enough to drink alcohol) while having dinner with my family. We are trying to go zero waste, so when the it came out and there was a straw in it, I got really upset. But as I was...More",+1 607-882-2333,https://www.tripadvisor.com//Restaurant_Review-g47958-d7291221-Reviews-Coltivare-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
546,Cafe Dewitt,215 N Cayuga St,"Ithaca, NY 14850-4329","$$ - $$$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,111 reviews,"Generous portion
Made with locally sourced ingredients 
This is my favourite brunch plate in Ithaca !",+1 607-273-3473,https://www.tripadvisor.com//Restaurant_Review-g47958-d475558-Reviews-Cafe_Dewitt-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
547,Taste of Thai Express,209 S Meadow St,"Ithaca, NY 14850-5213","$$ - $$$, Asian, Thai, Vegetarian Friendly",4 of 5 bubbles,231 reviews,"Had dinner there with my wife and daughter in January 2020.  Relaxed comfortable setting.  Service was prompt, friendly and helpful.  Menu was broad and interesting.  Food was delicious.  Enjoyed the Pad See Ew, dumplings and dessert.",+1 607-272-8424,https://www.tripadvisor.com//Restaurant_Review-g47958-d485882-Reviews-Taste_of_Thai_Express-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
548,Simeon's On the Commons,224 E State St,"Ithaca, NY 14850-5548","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,219 reviews,My girlfriend and I had a recent trip to Ithaca and were treated terrificall by the Brenda who has been a long time employee.  The restaurant is on the commons so its convenient to the downtown hotels and has a feel of comfort in an...More,+1 607-272-2212,https://www.tripadvisor.com//Restaurant_Review-g47958-d458494-Reviews-Simeon_s_On_the_Commons-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
549,Carriage House Cafe,305 Stewart Ave,"Ithaca, NY 14850-4517","$$ - $$$, American, Bar, Cafe",4 of 5 bubbles,178 reviews,"Great brunch spot that has been around for a long time right next to Cornell University.  Try making a reservation or prepared to wait during weekend brunches.  Very good espressos upstairs while you wait.  Good bloody Marys as well,.",+1 607-645-0152,https://www.tripadvisor.com//Restaurant_Review-g47958-d475505-Reviews-Carriage_House_Cafe-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
550,The Bistro at La Tourelle,1150 Danby Rd,"Ithaca, NY 14850-9406","$$ - $$$, American, Vegetarian Friendly",4.5 of 5 bubbles,53 reviews,"Great selection, delicious breakfasts, excellent service all made for great breakfasts while we were staying a La Tourelle.",+1 607-273-2734,https://www.tripadvisor.com//Restaurant_Review-g47958-d7719481-Reviews-The_Bistro_at_La_Tourelle-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
551,SriPraPhai,6413 39th Ave,"Woodside, NY 11377-2846","$$ - $$$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,301 reviews,"Well I love Thai food and I found myself in Queens on a rainy Saturday night. A local resident took me here, said she had been there ""a thousand times"" and I'd like it. Our order: watercress salad, drunlen noodles w/chicken, red snapper w/chili/garlic/basil. It...More",+1 718-899-9599,https://www.tripadvisor.com//Restaurant_Review-g48914-d426017-Reviews-SriPraPhai-Woodside_Queens_New_York.html,Check The Website for a Menu
552,Lemon Ice King of Corona,5202 108th St,"Corona, NY 11368-3303","$, Dessert, Vegan Options",4.5 of 5 bubbles,225 reviews,"Great ices. ESP the lemon. 
Real lemon ices
Beats all 5hose frozen iced n Rita’s. 
Always stop when in the neighborhood",+1 718-699-5133,https://www.tripadvisor.com//Restaurant_Review-g47542-d523343-Reviews-Lemon_Ice_King_of_Corona-Corona_Queens_New_York.html,Check The Website for a Menu
553,Uncle Peter's,8315 Northern Blvd,"Jackson Heights, NY 11372-1459","$$ - $$$, Grill, Italian, Vegetarian Friendly",4.5 of 5 bubbles,100 reviews,"Saturday night, dinner time. We had no problem to book a table for 9 pm although the restaurant was busy enough.
We got croquettes as starters which were good enough, specially the ones with goat cheese.
As main course we got a whole fish and...More",+1 718-651-8600,https://www.tripadvisor.com//Restaurant_Review-g47960-d3618396-Reviews-Uncle_Peter_s-Jackson_Heights_Queens_New_York.html,Check The Website for a Menu
554,Jackson Hole,69_35 Astoria Boulevard,"East Elmhurst, NY 11370","$$ - $$$, Greek, American, Vegetarian Friendly",4.5 of 5 bubbles,167 reviews,Wow one the best burgers in the world with a variety of food to chose from the menu plus the shakes are to die for.,+1 718-204-7070,https://www.tripadvisor.com//Restaurant_Review-g47626-d458328-Reviews-Jackson_Hole-East_Elmhurst_Queens_New_York.html,Check The Website for a Menu
555,Parkside Restaurant,10701 Corona Ave,"Corona, NY 11368-3218","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,477 reviews,My husband and I had not been to Parkside in a number of years. The food never disappoints. Excellent imported Parmesan cheese with bruschetta. I loved the meat bread. Grilled swordfish was great and so was the calamari/scumgilli fra diabolically. We were lucky enough to...More,+1 718-271-9871,https://www.tripadvisor.com//Restaurant_Review-g47542-d475429-Reviews-Parkside_Restaurant-Corona_Queens_New_York.html,Check The Website for a Menu
556,Trattoria L'incontro,2176 31st St,"Astoria, NY 11105-2602","$$$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,415 reviews,"We were in town from sunny Florida to celebrate our daughters birthdays. My son in law ( Ron ), who is the ultimate Italian foodie,  took us here for the big night ( he’s a regular). Everything from the incredible food ( which he picked...More",+1 718-721-3532,https://www.tripadvisor.com//Restaurant_Review-g29837-d457861-Reviews-Trattoria_L_incontro-Astoria_Queens_New_York.html,Check The Website for a Menu
