,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
502,Thai's Thumbz,3610 Shire Blvd,"Richardson, TX 75082-2241","$$ - $$$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,76 reviews,We met for our grandsons birthday dinner. Everyone enjoyed their food and we had excellent service. There were 4 orders of different types of curry. I had the basil chicken medium spicy which is equal to very  spicy at many Thai restaurants. It was an...More,+1 972-423-2444,https://www.tripadvisor.com//Restaurant_Review-g56538-d2624980-Reviews-Thai_s_Thumbz-Richardson_Texas.html,Check The Website for a Menu
503,Afrah Mediterranean Restaurant and Pastries,318 E Main St,"Richardson, TX 75081-6045","$$ - $$$, Lebanese, Mediterranean, Middle Eastern",4 of 5 bubbles,211 reviews,"I went mid-week and it was a nice overall experience.  Most of the chicken could have used a little more time in the oven as it was a bit firm and a piece or two was a little dry.  The other things, in general, were...More",+1 972-234-9898,https://www.tripadvisor.com//Restaurant_Review-g56538-d830951-Reviews-Afrah_Mediterranean_Restaurant_and_Pastries-Richardson_Texas.html,Check The Website for a Menu
504,Tricky Fish,1251 State St,"Richardson, TX 75082-2136","$$ - $$$, American, Bar, Seafood",4.5 of 5 bubbles,68 reviews,"Went there to meet an old friend on his suggestion.  He knew exactly what he wanted as he's frequented the place.  His Oyster Po Boy looked fantastic.  Because I didn't read the menu fully, I messed up my Blackened Cod sandwich.  Fish was still good,...More",+1 972-437-3474,https://www.tripadvisor.com//Restaurant_Review-g56538-d11952828-Reviews-Tricky_Fish-Richardson_Texas.html,Check The Website for a Menu
505,Bone Daddy's Restaurant,8856 Spring Valley Rd,"Dallas, TX 75240-4209","$$ - $$$, American, Bar, Barbecue",4 of 5 bubbles,251 reviews,We ate at this Bone Daddy's this past Saturday.  This was our first time eating at a Bone Daddy's Restaurant.  We were not familiar with what was on the menu before going there except for them having barbecue.   We thought they would have more than...More,+1 214-575-3050,https://www.tripadvisor.com//Restaurant_Review-g55711-d460733-Reviews-Bone_Daddy_s_Restaurant-Dallas_Texas.html,Check The Website for a Menu
506,Shady's Burgers,2701 Custer Pkwy # 915,"Richardson, TX 75080-1667","$$ - $$$, American, Bar",4 of 5 bubbles,96 reviews,"Read reviews and decided to stop while in the area.

In a shopping center with other popular restaurant, coffee shop.

Looks like what you might find near a college, but a great crowd mix of all ages when I went on a Friday evening.

Small...More",+1 214-484-2689,https://www.tripadvisor.com//Restaurant_Review-g56538-d4318685-Reviews-Shady_s_Burgers-Richardson_Texas.html,Check The Website for a Menu
507,Pappasito's Cantina,723 S Central Expy,"Richardson, TX 75080-7410","$$ - $$$, Mexican, Southwestern, Vegetarian Friendly",4 of 5 bubbles,267 reviews,"Good.excellent service.Amazing service. Good and fresh food, .I was very happy enjoying everything here. I felt really relaxed and I enjoyed everything. The servers are so nice and excellent  service, managers are so nice. My entire family  enjoyed everything  here",+1 972-480-8595,https://www.tripadvisor.com//Restaurant_Review-g56538-d464728-Reviews-Pappasito_s_Cantina-Richardson_Texas.html,Check The Website for a Menu
508,Kirin Court,221 W Polk St,"Richardson, TX 75081-4186","$$ - $$$, Chinese, Asian, Vegetarian Friendly",4 of 5 bubbles,113 reviews,"The service is not the same on the weekends.They usually have a private party going on and most of the service is directed towards that.Thats ok, saying that I am going to on weekdays from now on as I get better service and not been...More",+1 214-575-8888,https://www.tripadvisor.com//Restaurant_Review-g56538-d800623-Reviews-Kirin_Court-Richardson_Texas.html,Check The Website for a Menu
509,Jeng Chi Restaurant,400 N Greenville Ave,"Richardson, TX 75081-6202","$$ - $$$, Chinese, Asian, Vegan Options",4 of 5 bubbles,126 reviews,I love their juicy dumplings with their house vinegar.  The quality of the food is is very good.  I've eaten here several times and have never left disappointed.,+1 972-669-9094,https://www.tripadvisor.com//Restaurant_Review-g56538-d841319-Reviews-Jeng_Chi_Restaurant-Richardson_Texas.html,Check The Website for a Menu
510,Silver Fox Steakhouse Richardson,3650 Shire Blvd,"Richardson, TX 75082-2234","$$$$, American, Steakhouse",4.5 of 5 bubbles,113 reviews,"We are a group of college friends now in our seventh decade.  We always enjoy gathering at the Silver Fox in Richardson for great food, excellent service and more memories.  Our last gathering did not disappoint.

Among the group we enjoyed the petite filet and...More",+1 972-423-8121,https://www.tripadvisor.com//Restaurant_Review-g56538-d1310534-Reviews-Silver_Fox_Steakhouse_Richardson-Richardson_Texas.html,Check The Website for a Menu
511,Noodle Wave,1490 W Spring Valley Rd,"Richardson, TX 75080-6502","$$ - $$$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,106 reviews,The Thai Noodle Soup is fantastic!  My date had the green curry and it was also very delicious.  Service was spot on.,972-690-3637,https://www.tripadvisor.com//Restaurant_Review-g56538-d2267324-Reviews-Noodle_Wave-Richardson_Texas.html,Check The Website for a Menu
512,Cafe Max,1600 Alma Rd,"Richardson, TX 75081-1801","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,86 reviews,"Picked up Lunch fo 15 and we had lots of leftovers. Everyone was pleased with the luncheon, especially my boss. Browinie points!",+1 972-231-5922,https://www.tripadvisor.com//Restaurant_Review-g56538-d3389170-Reviews-Cafe_Max-Richardson_Texas.html,Check The Website for a Menu
513,Dimassi's Mediterranean Buffet,180 W Campbell Rd,"Richardson, TX 75080-3510","$$ - $$$, Mediterranean, Middle Eastern, Vegetarian Friendly",4 of 5 bubbles,116 reviews,"Very good ,fresh food ,reasonably priced ,with an array of choices to please the most demanding and for all age group
Pleasant and helpful staff .large facility,but gets very busy on the week end ,so plan accordingly 
Could be used for celebration..birthdays,etc 
Good location",+1 972-250-2000,https://www.tripadvisor.com//Restaurant_Review-g56538-d2392170-Reviews-Dimassi_s_Mediterranean_Buffet-Richardson_Texas.html,Check The Website for a Menu
514,Fish N' Tails Oyster Bar,221 W Polk St Ste 101,"Richardson, TX 75081-4178","$$ - $$$, American, Seafood, Bar",4.5 of 5 bubbles,55 reviews,The food and atmosphere is wonderful. 95 cents was added to my credit card after I left. Same thing has happened to a friend twice. Beware!,+1 972-479-9944,https://www.tripadvisor.com//Restaurant_Review-g56538-d4476689-Reviews-Fish_N_Tails_Oyster_Bar-Richardson_Texas.html,Check The Website for a Menu
515,Jaspers Richardson,1251 State St,"Richardson, TX 75082-2031","$$$$, American, Steakhouse, Gluten Free Options",4 of 5 bubbles,79 reviews,"We went here for dinner on a Saturday night and had an absolutely top-notch experience from start to finish. The interior is modern, upscale, very clean and sleek. 

Our server Micah was excellent. He was personable and his descriptions of the food were similar to...More",+1 214-716-2610,https://www.tripadvisor.com//Restaurant_Review-g56538-d10155880-Reviews-Jaspers_Richardson-Richardson_Texas.html,Check The Website for a Menu
516,Fish City Grill,1415 E Renner Rd,"Richardson, TX 75082-2149","$$ - $$$, American, Seafood, Bar",4 of 5 bubbles,70 reviews,"House wines $5 and some really good wine for only $6. The fried pickles are the best! Very lightly breaded, not greasy at all. I had a bowl of the crab chowder - excellent.  My husband had the stuffed flounder special, and it was gorgeous....More",+1 972-235-3474,https://www.tripadvisor.com//Restaurant_Review-g56538-d10164466-Reviews-Fish_City_Grill-Richardson_Texas.html,https://fishcitygrill.com/menu/
517,Olive Burger Richardson,451 W Arapaho Rd,"Richardson, TX 75080-4552","$, American",4.5 of 5 bubbles,60 reviews,"LOVE this place!!
Tried it for the first time today.
Food was delicious, price was terrific, staff was friendly!
We will definitely be back!

The fries are to die for and my grilled chicken burger was the biggest I've ever had!
Shakes are great, too!",+1 972-231-5842,https://www.tripadvisor.com//Restaurant_Review-g56538-d4467439-Reviews-Olive_Burger_Richardson-Richardson_Texas.html,http://oliveburger.com/menu3/
518,Torchy's Tacos,14760 Preston Rd,"Dallas, TX 75254","$, Mexican, Southwestern, Vegetarian Friendly",4.5 of 5 bubbles,172 reviews,"Yummy! New to the area and tried three tacos to share. All were good, although the hubby wasn’t impressed with the shrimp taco. Breakfast tacos are delicious!",+1 214-379-1550,https://www.tripadvisor.com//Restaurant_Review-g55711-d4818457-Reviews-Torchy_s_Tacos-Dallas_Texas.html,https://torchystacos.com/menu/
519,The String Bean,1310 W Campbell Rd,"Richardson, TX 75080-2834","$$ - $$$, American, Vegetarian Friendly, Gluten Free Options",4 of 5 bubbles,109 reviews,"Great restaurant, food was excellent, peaceful surroundings.  Cute little playroom for kids. Ice tea is excellent",+1 972-385-3287,https://www.tripadvisor.com//Restaurant_Review-g56538-d2350898-Reviews-The_String_Bean-Richardson_Texas.html,Check The Website for a Menu
520,Cafe Amore,600 N Coit Rd,"Richardson, TX 75080-5496","$$ - $$$, Italian, Vegetarian Friendly",4.5 of 5 bubbles,74 reviews,This is a great little local family owned restaurant. The food was tasty and the wait staff is friendly and efficient. It is BYOB and there is no bottle opening charge.,+1 972-699-8322,https://www.tripadvisor.com//Restaurant_Review-g56538-d1315329-Reviews-Cafe_Amore-Richardson_Texas.html,Check The Website for a Menu
521,Desperados - Dos,3443 Big Spring,"Garland, TX 75041","$$ - $$$, Mexican, Southwestern, Latin",4.5 of 5 bubbles,123 reviews,We had a birthday celebration there. The staff was friendly and courteous and the food and margaritas were AMAZING.,+1 972-530-8886,https://www.tripadvisor.com//Restaurant_Review-g55884-d513109-Reviews-Desperados_Dos-Garland_Texas.html,Check The Website for a Menu
522,Cafe Homestead,608 Dry Creek Rd,"Waco, TX 76705-5409","$$ - $$$, Southwestern, Mediterranean, American",4.5 of 5 bubbles,783 reviews,We love eating here.  Loved looking at all the pictures on the walls.   The food was great.   We had their hamburgers.   The staff were very nice.,+1 254-754-9604,https://www.tripadvisor.com//Restaurant_Review-g56833-d2457121-Reviews-Cafe_Homestead-Waco_Texas.html,Check The Website for a Menu
523,MOROSO Wood Fired Pizzeria,4700 Bosque Blvd,"Waco, TX 76710-4661","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,158 reviews,Had the lobster ravioli which was very mediocre. You could not taste the stuffing inside. The pizza was good. Brusetta Average.,+1 254-235-6000,https://www.tripadvisor.com//Restaurant_Review-g56833-d11591288-Reviews-MOROSO_Wood_Fired_Pizzeria-Waco_Texas.html,Check The Website for a Menu
524,Magnolia Table,2132 S Valley Mills Dr,"Waco, TX 76706-3380","$$ - $$$, American, Cafe, Contemporary",4.5 of 5 bubbles,991 reviews,Check online to see what the wait time is at the website. When it’s busy some people put their names in and then go shop and come back to eat. We went on a day when it was not busy. The menu selection is not...More,+1 254-235-6111,https://www.tripadvisor.com//Restaurant_Review-g56833-d13569325-Reviews-Magnolia_Table-Waco_Texas.html,Check The Website for a Menu
525,Alpha Omega,929 Franklin Ave,"Waco, TX 76701-1905","$$ - $$$, Mediterranean, Greek, Middle Eastern",4.5 of 5 bubbles,222 reviews,"They have a large menu.  I love the lamb and the large selection of desserts. When I have gone in the evening, they have not been as crowded.",+1 254-732-7506,https://www.tripadvisor.com//Restaurant_Review-g56833-d10467281-Reviews-Alpha_Omega-Waco_Texas.html,Check The Website for a Menu
526,George's Restaurant & Bar,1925 Speight Ave,"Waco, TX 76706-3360","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,"1,096 reviews","Recommended by our hotel clerk. Since it was right around the corner we checked it out. Plenty of good food. Plenty of variety, great margaritas and fairly priced. So good we ate there twice. Definitely worth checking out.
Also great service all around.",+1 254-753-1421,https://www.tripadvisor.com//Restaurant_Review-g56833-d514696-Reviews-George_s_Restaurant_Bar-Waco_Texas.html,Check The Website for a Menu
527,Baris III Pasta & Pizza,904 N Valley Mills Dr,"Waco, TX 76710-4754","$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,283 reviews,"We’ve given Baris’s many chances over the years and it has always been bad.  I absolutely do not see what people see in their rolls lol!!’  To me, they are tasteless.  I have tried everything from pizza to eggplant parmigiana... ALL bad.  The Baylor students...More",+1 254-772-2900,https://www.tripadvisor.com//Restaurant_Review-g56833-d470990-Reviews-Baris_III_Pasta_Pizza-Waco_Texas.html,Check The Website for a Menu
528,Brazos Bar & Bistro,211 Clay Ave,"Waco, TX 76706-1039","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,311 reviews,"Signed up for the Valentines Day special menu dinner.   Had been in previous years and it ""was"" wonderful.     In the last few months have noticed during several dinners and lunches it was having problems.  Quality of food unpredictable and never enough staff.........very slow service.

Well...More",+1 254-754-7000,https://www.tripadvisor.com//Restaurant_Review-g56833-d3247299-Reviews-Brazos_Bar_Bistro-Waco_Texas.html,Check The Website for a Menu
529,Jake's Texas Tea House,613 Austin Ave,"Waco, TX 76701-2061","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,490 reviews,"The three of us enjoyed a delicious meal in this restaurant!!  The decor was a surprise and not at all like a tea house. It was a Garage theme and so cute. Cars, parts, and more!  Even the restrooms followed the theme as well as...More",+1 254-756-2522,https://www.tripadvisor.com//Restaurant_Review-g56833-d4842829-Reviews-Jake_s_Texas_Tea_House-Waco_Texas.html,Check The Website for a Menu
530,George's Restaurant & Bar #2,1201 Hewitt Dr,"Waco, TX 76712-8833","$$ - $$$, Seafood, American, Bar",4.5 of 5 bubbles,191 reviews,Great place to meet friends for lunch! This time I ordered the small baked potato with fried chicken and queso! It was plenty! The menu at George's has something for everyone! It draws a large crowd 7 days a week!,+1 254-420-2060,https://www.tripadvisor.com//Restaurant_Review-g56833-d4474728-Reviews-George_s_Restaurant_Bar_2-Waco_Texas.html,Check The Website for a Menu
531,Chuy's Restaurant,5501 Legend Lake Pkwy,"Waco, TX 76712-6983","$$ - $$$, Mexican, Southwestern, Vegetarian Friendly",4.5 of 5 bubbles,284 reviews,We loved the food! This was our first visit here. We were pleasantly surprised. Tortillas were fresh!! Homemade and that is a big plus for me!!,+1 254-420-4242,https://www.tripadvisor.com//Restaurant_Review-g56833-d3366431-Reviews-Chuy_s_Restaurant-Waco_Texas.html,Check The Website for a Menu
532,Vitek's Market,1600 Speight Ave,"Waco, TX 76706-2051","$, American, Barbecue",4.5 of 5 bubbles,363 reviews,"Wasn’t expecting such a nice, newer restaurant. Didn’t know what to order but split a small gut package with my husband. It was soo good. Everything, brisket, beans, sausage and sauce were yummy.",+1 254-752-7591,https://www.tripadvisor.com//Restaurant_Review-g56833-d513359-Reviews-Vitek_s_Market-Waco_Texas.html,Check The Website for a Menu
